country,indicator,year,value
South Africa,"Taxes on exports, Transactions",2011,0.0019304973518558
South Africa,"Other social contributions: imputed contributions, Transactions",2011,0.0
Sri Lanka,"Turnover and other general taxes on goods and services, Transactions",2011,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Other general governme",2011,
Sri Lanka,"Taxes on income, profits, and capital gains, Transactions",2011,2.099929570282611
Sri Lanka,"Other taxes on income, profits, and capital gains, Transactions",2011,0.450877007500578
Sri Lanka,"Recurrent taxes on immovable property, Transactions",2011,0.0
South Africa,"Other social contributions: employer contributions, Transactions",2011,0.0
Sri Lanka,"Other revenue, Transactions",2011,1.46223092937859
Sri Lanka,"Grants receivable, International Organizations, Transactions",2011,0.0
Sri Lanka,"Grants receivable from foreign governments, Transactions",2011,0.2021183379441037
Sri Lanka,"Sales taxes, Transactions",2011,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Financial corporations",2011,
Sri Lanka,"Current grants receivable, Other general government, Transactions",2011,0.0
Sri Lanka,"Other social contributions: employee contributions, Transactions",2011,0.1685721135696547
Sri Lanka,"Motor vehicles taxes, Transactions",2011,0.0095727815573457
Sri Lanka,"Other taxes, Transactions",2011,1.195517754536149
Sri Lanka,"Current grants receivable, International Organizations, Transactions",2011,0.0
Sri Lanka,"Capital grants receivable, International Organizations, Transactions",2011,0.0
Sri Lanka,"Grants receivable from foreign governments: current grants, Transactio",2011,0.0
South Africa,"Exchange taxes, Transactions",2011,0.0
South Africa,"Other taxes on international trade and transactions, Transactions",2011,-0.0042423899557174
South Africa,"Taxes on immovable property, Transactions",2011,0.0
Sri Lanka,"Grants receivable, Transactions",2011,0.2021183379441037
Sri Lanka,"Grants receivable from foreign governments: capital grants, Transactio",2011,0.2021183379441037
Sri Lanka,"Taxes on financial and capital transactions, Transactions",2011,0.0
Sri Lanka,"Other taxes on international trade and transactions, Transactions",2011,1.096036446177332
Sri Lanka,"Exchange taxes, Transactions",2011,0.0
South Africa,"Tax, property, estate, inheritance, and gift taxes, Transactions",2011,0.0329968298307779
India,"Taxes on payroll and workforce, Transactions",2011,0.0
Brazil,"Other social contributions, Transactions",2011,0.7515393029690278
India,"Taxes on exports, Transactions",2011,0.0007554659679751
Brazil,"Exchange taxes, Transactions",2011,0.0
India,"Recurrent taxes on net wealth, Transactions",2011,0.0090083593454001
Sri Lanka,"Capital grants receivable, Other general government, Transactions",2011,0.0
Sri Lanka,"Taxes on international trade and transactions, Transactions",2011,2.110221706769956
India,"Taxes on goods and services, Transactions",2011,2.880385699716013
South Africa,"Other social contributions: employee contributions, Transactions",2011,0.0
Sri Lanka,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2011,
South Africa,"Current grants receivable, Other general government, Transactions",2011,0.0
Sri Lanka,"Grants receivable, Other general government, Transactions",2011,0.0
Russian Federation,"Other taxes on goods and services, Transactions",2011,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Other general governme",2011,
South Africa,"Recurrent taxes on immovable property, Transactions",2011,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2011,
South Africa,"Taxes on financial and capital transactions, Transactions",2011,0.201971279722228
Sri Lanka,"Taxes on payroll and workforce, Transactions",2011,0.0
Sri Lanka,"Tax, property, estate, inheritance, and gift taxes, Transactions",2011,0.0
Brazil,"Revenue, Transactions",2011,26.00826279771761
India,"Grants receivable, Other general government, Transactions",2011,0.0
Sri Lanka,"Taxes on property, Transactions",2011,0.0
Sri Lanka,"Recurrent taxes on net wealth, Transactions",2011,0.0
South Africa,"Recurrent taxes on net wealth, Transactions",2011,0.0
Russian Federation,"Taxes on financial and capital transactions, Transactions",2011,0.0
Myanmar,"Grants receivable, Transactions",2011,
Myanmar,"Taxes on goods and services, Transactions",2011,
Myanmar,"Other social contributions: employee contributions, Transactions",2011,
Myanmar,"Other taxes on goods and services, Transactions",2011,
Myanmar,"Turnover and other general taxes on goods and services, Transactions",2011,
Myanmar,"Sales taxes, Transactions",2011,
Myanmar,"Motor vehicles taxes, Transactions",2011,
Myanmar,"Exchange taxes, Transactions",2011,
Myanmar,"Other taxes on international trade and transactions, Transactions",2011,
Myanmar,"Other taxes, Transactions",2011,
Myanmar,"Grants receivable, Other general government, Transactions",2011,
Myanmar,"Grants receivable from foreign governments: current grants, Transactio",2011,
Myanmar,"Taxes on payroll and workforce, Transactions",2011,
Myanmar,"Taxes on financial and capital transactions, Transactions",2011,
Myanmar,"Other social contributions: employer contributions, Transactions",2011,
Myanmar,"Current grants receivable, International Organizations, Transactions",2011,
Myanmar,"Recurrent taxes on immovable property, Transactions",2011,
Myanmar,"Grants receivable, International Organizations, Transactions",2011,
Myanmar,"Interest (before FISIM allocation), receivable, Transactions",2011,
Myanmar,"Other social contributions, Transactions",2011,
Myanmar,"Social contributions, Transactions",2011,
Myanmar,"Taxes on property, Transactions",2011,
Myanmar,"Taxes on immovable property, Transactions",2011,
Myanmar,"Tax, property, estate, inheritance, and gift taxes, Transactions",2011,
Myanmar,"Taxes on international trade and transactions, Transactions",2011,
Myanmar,"Recurrent taxes on net wealth, Transactions",2011,
Myanmar,"Taxes on exports, Transactions",2011,
Myanmar,"General taxes on goods and services, Transactions",2011,
Myanmar,"Taxes, Transactions",2011,
Myanmar,Other taxes on use of goods and on permission to use goods or perform ,2011,
Myanmar,"Taxes on income, profits, and capital gains, Transactions",2011,
Myanmar,"Grants receivable from foreign governments: capital grants, Transactio",2011,
Myanmar,"Grants receivable from foreign governments, Transactions",2011,
Myanmar,"Capital grants receivable, International Organizations, Transactions",2011,
Myanmar,"Capital grants receivable, Other general government, Transactions",2011,
Myanmar,"Current grants receivable, Other general government, Transactions",2011,
Myanmar,"Other revenue, Transactions",2011,
Myanmar,"Revenue, Transactions",2011,
United Kingdom,"Taxes, Transactions",2011,2.583493224426948e-05
United Kingdom,"Capital grants receivable, Other general government, Transactions",2011,8.18000830030254e-09
United Kingdom,"Other social contributions: employee contributions, Transactions",2011,1.5036779963791431e-09
United Kingdom,"Taxes on goods and services, Transactions",2011,1.164508387515864e-05
United Kingdom,"Revenue, Transactions",2011,3.351764415760951e-05
United Kingdom,"Turnover and other general taxes on goods and services, Transactions",2011,0.0
United Kingdom,"Exchange taxes, Transactions",2011,0.0
United Kingdom,"Other taxes on international trade and transactions, Transactions",2011,0.0
United Kingdom,"Current grants receivable, Other general government, Transactions",2011,0.0
United Kingdom,"Taxes on income, profits, and capital gains, Transactions",2011,1.22833049639418e-05
United Kingdom,"Taxes on property, Transactions",2011,1.725079544566008e-06
United Kingdom,"Recurrent taxes on net wealth, Transactions",2011,0.0
United Kingdom,"Other social contributions, Transactions",2011,7.801081445214998e-08
United Kingdom,"Other revenue, Transactions",2011,1.492430484966227e-06
United Kingdom,"Recurrent taxes on immovable property, Transactions",2011,0.0
United Kingdom,"Other taxes on income, profits, and capital gains, Transactions",2011,0.0
United Kingdom,"Other social contributions: employer contributions, Transactions",2011,0.0
United Kingdom,Other taxes on use of goods and on permission to use goods or perform ,2011,3.398312271816864e-07
United Kingdom,"Grants receivable from foreign governments: capital grants, Transactio",2011,0.0
United Kingdom,"Grants receivable, International Organizations, Transactions",2011,2.706620393482458e-09
United Kingdom,"Grants receivable from foreign governments, Transactions",2011,0.0
United Kingdom,"Taxes on financial and capital transactions, Transactions",2011,5.311592154409686e-07
United Kingdom,"Other taxes, Transactions",2011,1.81463860603035e-07
United Kingdom,"Capital grants receivable, International Organizations, Transactions",2011,0.0
United Kingdom,"General taxes on goods and services, Transactions",2011,7.355511581327928e-06
United Kingdom,"Tax, property, estate, inheritance, and gift taxes, Transactions",2011,1.747875302991116e-07
United Kingdom,"Taxes on immovable property, Transactions",2011,1.548487600671242e-06
United Kingdom,"Grants receivable, Transactions",2011,1.0886628693785e-08
United Kingdom,"Taxes on exports, Transactions",2011,0.0
United Kingdom,"Social contributions, Transactions",2011,6.179394799680017e-06
United Kingdom,"Current grants receivable, International Organizations, Transactions",2011,2.706620393482458e-09
United Kingdom,"Taxes on payroll and workforce, Transactions",2011,0.0
United Kingdom,"Interest (before FISIM allocation), receivable, Other general governme",2011,1.693742895121467e-07
United Kingdom,"Taxes on income, profits, and capital gains, payable by corporations a",2011,2.79990857637782e-06
United Kingdom,"Other social contributions: imputed contributions, Transactions",2011,7.650713645577084e-08
United Kingdom,"Grants receivable, Other general government, Transactions",2011,8.18000830030254e-09
United Kingdom,"Sales taxes, Transactions",2011,0.0
United Kingdom,"Interest (before FISIM allocation), receivable, Transactions",2011,4.672228270349274e-07
United Kingdom,"Other taxes on goods and services, Transactions",2011,3.825356822788541e-08
United Kingdom,"Motor vehicles taxes, Transactions",2011,3.500562375570646e-07
United Kingdom,"Taxes on income, profits, and capital gains, payable by individuals, T",2011,9.48339638756398e-06
United Kingdom,"Grants receivable from foreign governments: current grants, Transactio",2011,0.0
United Kingdom,"Taxes on international trade and transactions, Transactions",2011,0.0
Bangladesh,Total Revenue (Taxes + Grants + Social Contributions),2011,8.953419023293435
Brazil,Total Revenue (Taxes + Grants + Social Contributions),2011,14.866643533279452
"China, People's Republic of",Total Revenue (Taxes + Grants + Social Contributions),2011,10.445370369200852
France,Total Revenue (Taxes + Grants + Social Contributions),2011,0.0
Germany,Total Revenue (Taxes + Grants + Social Contributions),2011,0.0
India,Total Revenue (Taxes + Grants + Social Contributions),2011,11.411405017896532
Italy,Total Revenue (Taxes + Grants + Social Contributions),2011,0.0
Japan,Total Revenue (Taxes + Grants + Social Contributions),2011,0.0
Myanmar,Total Revenue (Taxes + Grants + Social Contributions),2011,0.0
Russian Federation,Total Revenue (Taxes + Grants + Social Contributions),2011,13.995458395790356
South Africa,Total Revenue (Taxes + Grants + Social Contributions),2011,22.389871763989824
Sri Lanka,Total Revenue (Taxes + Grants + Social Contributions),2011,12.145759613069064
"Türkiye, Republic of",Total Revenue (Taxes + Grants + Social Contributions),2011,18.55522777317545
United Kingdom,Total Revenue (Taxes + Grants + Social Contributions),2011,2.760097197745685e-05
United States,Total Revenue (Taxes + Grants + Social Contributions),2011,9.613436775327768
"China, People's Republic of","Grants receivable, International Organizations, Transactions",2012,0.0
"China, People's Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2012,0.647939041440655
"China, People's Republic of","Grants receivable from foreign governments, Transactions",2012,0.0
"China, People's Republic of","Other taxes on goods and services, Transactions",2012,0.0560941771893578
"China, People's Republic of","Other taxes on international trade and transactions, Transactions",2012,0.0
"China, People's Republic of","Taxes on property, Transactions",2012,0.0
"Türkiye, Republic of","Taxes, Transactions",2012,18.05417668615254
"Türkiye, Republic of",Other taxes on use of goods and on permission to use goods or perform ,2012,0.1818905389950579
"Türkiye, Republic of","General taxes on goods and services, Transactions",2012,5.202044459473623
"China, People's Republic of","Other social contributions, Transactions",2012,0.0
"Türkiye, Republic of","Taxes on exports, Transactions",2012,0.0
"Türkiye, Republic of","Other social contributions: imputed contributions, Transactions",2012,0.2202739272823213
"Türkiye, Republic of","Taxes on payroll and workforce, Transactions",2012,0.0
"China, People's Republic of","Social contributions, Transactions",2012,0.0
"China, People's Republic of","Sales taxes, Transactions",2012,0.0379804904454054
India,"Social contributions, Transactions",2012,0.0303700418643987
"Türkiye, Republic of","Taxes on goods and services, Transactions",2012,11.50047743906346
"Türkiye, Republic of","Capital grants receivable, International Organizations, Transactions",2012,0.0
"China, People's Republic of","Grants receivable from foreign governments: capital grants, Transactio",2012,0.0
"Türkiye, Republic of","Taxes on international trade and transactions, Transactions",2012,0.3394235349999059
India,"Other social contributions, Transactions",2012,0.0303700418643987
United States,"Other taxes, Transactions",2012,0.0
United States,"Taxes on exports, Transactions",2012,0.0
United States,"Recurrent taxes on net wealth, Transactions",2012,0.0
United States,"Capital grants receivable, Other general government, Transactions",2012,0.0
South Africa,"Grants receivable, International Organizations, Transactions",2012,0.0
United States,"Turnover and other general taxes on goods and services, Transactions",2012,0.0
United States,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2012,0.0090716410472531
United States,"Grants receivable from foreign governments: capital grants, Transactio",2012,0.0
United States,"Taxes on income, profits, and capital gains, payable by corporations a",2012,1.690052571836384
United States,"Grants receivable, Other general government, Transactions",2012,0.0
United States,"Interest (before FISIM allocation), receivable, Transactions",2012,0.1296392569190874
United States,"Taxes on immovable property, Transactions",2012,0.0
Russian Federation,"Other taxes on income, profits, and capital gains, Transactions",2012,-0.027164556274315
United States,"Taxes on property, Transactions",2012,0.0865881831800885
United States,"Grants receivable from foreign governments, Transactions",2012,0.0054860510829675
United States,"Other taxes on income, profits, and capital gains, Transactions",2012,0.0
United States,"Other social contributions: imputed contributions, Transactions",2012,0.0
United States,"Taxes on international trade and transactions, Transactions",2012,0.2061222041411472
Russian Federation,"Taxes on income, profits, and capital gains, payable by corporations a",2012,0.5710430235178982
United States,"Motor vehicles taxes, Transactions",2012,0.0
United States,"Other taxes on goods and services, Transactions",2012,0.0065270288145343
South Africa,"Taxes on payroll and workforce, Transactions",2012,0.319047952836556
United States,"Other taxes on international trade and transactions, Transactions",2012,0.0
United States,"Exchange taxes, Transactions",2012,0.0
Russian Federation,"Taxes, Transactions",2012,13.75011104430099
United States,"Interest (before FISIM allocation), receivable, Other general governme",2012,0.0
United States,"Social contributions, Transactions",2012,0.0
Russian Federation,"Other taxes, Transactions",2012,-0.0001468354393206
South Africa,"Other taxes on income, profits, and capital gains, Transactions",2012,0.0
United States,"Taxes on financial and capital transactions, Transactions",2012,0.0
South Africa,"Other social contributions, Transactions",2012,0.0
South Africa,"Taxes on property, Transactions",2012,0.0307055975263467
United States,"Capital grants receivable, International Organizations, Transactions",2012,0.0
South Africa,"Revenue, Transactions",2012,23.6127603889707
United States,"Taxes on income, profits, and capital gains, Transactions",2012,8.968808812627085
United States,"Current grants receivable, International Organizations, Transactions",2012,0.0
South Africa,"Social contributions, Transactions",2012,0.0
United States,"Taxes on payroll and workforce, Transactions",2012,0.0
Russian Federation,"Taxes on income, profits, and capital gains, payable by individuals, T",2012,-0.0136556958568178
United States,"Taxes on goods and services, Transactions",2012,0.5024095681357456
Russian Federation,"Grants receivable, International Organizations, Transactions",2012,0.0
United States,"Grants receivable, Transactions",2012,0.0054860510829675
South Africa,"Taxes on income, profits, and capital gains, Transactions",2012,12.8229981499185
United States,"Revenue, Transactions",2012,10.98259376951449
United States,"Current grants receivable, Other general government, Transactions",2012,0.0
South Africa,"Taxes on income, profits, and capital gains, payable by corporations a",2012,5.06497719439573
Russian Federation,"Taxes on income, profits, and capital gains, Transactions",2012,0.5302227713867653
Russian Federation,"Other social contributions, Transactions",2012,0.0
South Africa,"Grants receivable, Other general government, Transactions",2012,0.0
United States,"Sales taxes, Transactions",2012,0.0
Russian Federation,"Taxes on payroll and workforce, Transactions",2012,0.0
United States,"Other social contributions: employee contributions, Transactions",2012,0.0
Russian Federation,"Revenue, Transactions",2012,20.55196909995015
South Africa,"Grants receivable from foreign governments, Transactions",2012,0.056913206392187
United States,"Other social contributions: employer contributions, Transactions",2012,0.0
United States,"Grants receivable, International Organizations, Transactions",2012,0.0
South Africa,"Taxes on international trade and transactions, Transactions",2012,1.08310836783219
United States,"Taxes, Transactions",2012,9.763929383319132
South Africa,"Other taxes, Transactions",2012,0.0004962892197561
South Africa,"Taxes on income, profits, and capital gains, payable by individuals, T",2012,7.75802095552275
United States,"Recurrent taxes on immovable property, Transactions",2012,0.0
United States,"Grants receivable from foreign governments: current grants, Transactio",2012,0.0054860510829675
United States,Other taxes on use of goods and on permission to use goods or perform ,2012,0.0
United States,"General taxes on goods and services, Transactions",2012,0.0
Russian Federation,"Social contributions, Transactions",2012,-0.0187949362330395
Bangladesh,"Recurrent taxes on immovable property, Transactions",2012,0.0
Bangladesh,"Other taxes on income, profits, and capital gains, Transactions",2012,0.0
Bangladesh,"Taxes on income, profits, and capital gains, Transactions",2012,2.66860910307391
Bangladesh,"Interest (before FISIM allocation), receivable, Financial corporations",2012,0.0173473565301117
Bangladesh,"Grants receivable from foreign governments: capital grants, Transactio",2012,0.120616487428023
Russian Federation,"Grants receivable from foreign governments, Transactions",2012,0.0
Bangladesh,"Grants receivable, Transactions",2012,0.340431802760414
Bangladesh,"Taxes on financial and capital transactions, Transactions",2012,0.0
Bangladesh,"Interest (before FISIM allocation), receivable, Other general governme",2012,0.026866842809542
Bangladesh,"Grants receivable from foreign governments: current grants, Transactio",2012,0.141546089666074
Bangladesh,"Recurrent taxes on net wealth, Transactions",2012,0.0
Bangladesh,"Taxes on goods and services, Transactions",2012,3.341338736396
Bangladesh,"Other social contributions: employee contributions, Transactions",2012,0.0
Bangladesh,"Other revenue, Transactions",2012,2.12066766236671
Bangladesh,"Other social contributions: employer contributions, Transactions",2012,0.0
Russian Federation,"Grants receivable, Other general government, Transactions",2012,0.1146784781094056
Russian Federation,"Taxes on international trade and transactions, Transactions",2012,7.389493483810292
Bangladesh,"Turnover and other general taxes on goods and services, Transactions",2012,0.0164546381552761
Bangladesh,"Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0
South Africa,"Taxes on goods and services, Transactions",2012,8.51856094767026
Bangladesh,"Grants receivable, International Organizations, Transactions",2012,0.0782692256663167
Bangladesh,"Grants receivable from foreign governments, Transactions",2012,0.262162577094097
Bangladesh,"Current grants receivable, International Organizations, Transactions",2012,0.0473368182834788
Bangladesh,Other taxes on use of goods and on permission to use goods or perform ,2012,0.0144739784913628
Bangladesh,"General taxes on goods and services, Transactions",2012,3.21434149226121
Bangladesh,"Other taxes on international trade and transactions, Transactions",2012,0.0
Bangladesh,"Interest (before FISIM allocation), receivable, Transactions",2012,0.0442141993396538
Bangladesh,"Grants receivable, Other general government, Transactions",2012,0.0
Bangladesh,"Current grants receivable, Other general government, Transactions",2012,0.0
Bangladesh,"Capital grants receivable, International Organizations, Transactions",2012,0.0309324073828378
United States,"Interest (before FISIM allocation), receivable, Financial corporations",2012,0.1205676158718342
Bangladesh,"Taxes on payroll and workforce, Transactions",2012,0.0
Bangladesh,"Taxes on exports, Transactions",2012,0.0063741229184119
Bangladesh,"Sales taxes, Transactions",2012,0.0
Bangladesh,"Social contributions, Transactions",2012,0.0
Russian Federation,"Taxes on goods and services, Transactions",2012,5.831716308057815
Bangladesh,"Taxes on income, profits, and capital gains, payable by corporations a",2012,1.7693981448137
South Africa,"Interest (before FISIM allocation), receivable, Transactions",2012,0.0904296602352242
South Africa,"Taxes, Transactions",2012,22.7749173050036
Bangladesh,"Capital grants receivable, Other general government, Transactions",2012,0.0
Bangladesh,"Taxes on property, Transactions",2012,0.0
Bangladesh,"Exchange taxes, Transactions",2012,0.0
Bangladesh,"Taxes on international trade and transactions, Transactions",2012,2.69035560896282
Bangladesh,"Other social contributions, Transactions",2012,0.0
Russian Federation,"Interest (before FISIM allocation), receivable, Transactions",2012,0.2559341707358438
Bangladesh,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2012,0.0
Bangladesh,"Other taxes, Transactions",2012,0.324259574451954
Bangladesh,"Motor vehicles taxes, Transactions",2012,0.0495619804322197
Russian Federation,"Taxes on property, Transactions",2012,-0.0011746835145649
Bangladesh,"Taxes on income, profits, and capital gains, payable by individuals, T",2012,0.899210958260204
Bangladesh,"Other taxes on goods and services, Transactions",2012,0.0
United States,"Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0865881831800885
Bangladesh,"Revenue, Transactions",2012,11.4856624880118
United States,"Taxes on income, profits, and capital gains, payable by individuals, T",2012,7.278757471260832
Bangladesh,"Taxes on immovable property, Transactions",2012,0.0
Bangladesh,"Taxes, Transactions",2012,9.02456302288467
United States,"Other social contributions, Transactions",2012,0.0
United States,"Other revenue, Transactions",2012,1.213178950347454
Russian Federation,"Other revenue, Transactions",2012,6.705974513772797
South Africa,"Other revenue, Transactions",2012,0.780929877574911
"China, People's Republic of","Taxes on payroll and workforce, Transactions",2012,0.0
"China, People's Republic of","Recurrent taxes on immovable property, Transactions",2012,0.0
"China, People's Republic of","General taxes on goods and services, Transactions",2012,4.430692372420784
"China, People's Republic of",Other taxes on use of goods and on permission to use goods or perform ,2012,0.0041221437879006
"China, People's Republic of","Current grants receivable, Other general government, Transactions",2012,0.0
"China, People's Republic of","Revenue, Transactions",2012,11.12945430029235
"China, People's Republic of","Taxes, Transactions",2012,10.2480167764646
"China, People's Republic of","Recurrent taxes on net wealth, Transactions",2012,0.0
"China, People's Republic of","Capital grants receivable, Other general government, Transactions",2012,0.0
"China, People's Republic of","Other taxes, Transactions",2012,0.0090178852173651
"China, People's Republic of","Turnover and other general taxes on goods and services, Transactions",2012,0.0515509143016131
"China, People's Republic of","Other revenue, Transactions",2012,0.8814467995788459
"China, People's Republic of","Taxes on exports, Transactions",2012,0.0
"China, People's Republic of","Grants receivable from foreign governments: current grants, Transactio",2012,0.0
"China, People's Republic of","Interest (before FISIM allocation), receivable, Transactions",2012,0.0365946932313812
"China, People's Republic of","Grants receivable, Transactions",2012,0.0
"China, People's Republic of","Taxes on immovable property, Transactions",2012,0.0
"China, People's Republic of","Other social contributions: employee contributions, Transactions",2012,0.0
"China, People's Republic of","Taxes on goods and services, Transactions",2012,6.825431584864298
"China, People's Republic of","Taxes on international trade and transactions, Transactions",2012,0.5240632406786024
"Türkiye, Republic of","Grants receivable from foreign governments: capital grants, Transactio",2012,0.0
"China, People's Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0
"China, People's Republic of","Motor vehicles taxes, Transactions",2012,0.4134962875917971
"China, People's Republic of","Grants receivable, Other general government, Transactions",2012,0.0
"Türkiye, Republic of","Sales taxes, Transactions",2012,0.0
"Türkiye, Republic of","Social contributions, Transactions",2012,0.2202739272823213
"Türkiye, Republic of","Motor vehicles taxes, Transactions",2012,0.4476451398271587
"Türkiye, Republic of","Other revenue, Transactions",2012,2.755425398952854
"China, People's Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2012,2.241559458813019
"Türkiye, Republic of","Other social contributions: employer contributions, Transactions",2012,0.0
"Türkiye, Republic of","Taxes on immovable property, Transactions",2012,0.0
"Türkiye, Republic of","Grants receivable, Other general government, Transactions",2012,0.3695457048254032
"Türkiye, Republic of","Other taxes on income, profits, and capital gains, Transactions",2012,0.0343532924532522
"Türkiye, Republic of","Recurrent taxes on immovable property, Transactions",2012,0.0
"China, People's Republic of","Taxes on income, profits, and capital gains, Transactions",2012,2.889507776004772
"China, People's Republic of","Other taxes on income, profits, and capital gains, Transactions",2012,0.0
"China, People's Republic of","Capital grants receivable, International Organizations, Transactions",2012,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2012,1.830136753296004
"Türkiye, Republic of","Turnover and other general taxes on goods and services, Transactions",2012,0.0
"Türkiye, Republic of","Other social contributions: employee contributions, Transactions",2012,0.0
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Financial corporations",2012,
"Türkiye, Republic of","Grants receivable from foreign governments, Transactions",2012,0.0
"Türkiye, Republic of","Capital grants receivable, Other general government, Transactions",2012,0.0866453031565226
"Türkiye, Republic of","Current grants receivable, International Organizations, Transactions",2012,0.0095794706114544
"China, People's Republic of","Taxes on financial and capital transactions, Transactions",2012,0.0546137673141352
"Türkiye, Republic of","Other taxes, Transactions",2012,0.7225222793457454
"Türkiye, Republic of","Other social contributions, Transactions",2012,0.2202739272823213
India,"Taxes on financial and capital transactions, Transactions",2012,0.0013374885986639
India,"Capital grants receivable, International Organizations, Transactions",2012,0.0
"Türkiye, Republic of","Recurrent taxes on net wealth, Transactions",2012,0.0
"Türkiye, Republic of","Grants receivable, International Organizations, Transactions",2012,0.0095794706114544
"Türkiye, Republic of","Other taxes on international trade and transactions, Transactions",2012,0.0
"China, People's Republic of","Exchange taxes, Transactions",2012,0.0
"China, People's Republic of","Current grants receivable, International Organizations, Transactions",2012,0.0
"Türkiye, Republic of","Grants receivable from foreign governments: current grants, Transactio",2012,0.0
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Transactions",2012,0.213685534897154
India,"General taxes on goods and services, Transactions",2012,0.0179907300978176
"Türkiye, Republic of","Revenue, Transactions",2012,21.40900118782456
India,"Taxes on international trade and transactions, Transactions",2012,1.877451852924524
"Türkiye, Republic of","Taxes on property, Transactions",2012,0.0187539608882
"Türkiye, Republic of","Exchange taxes, Transactions",2012,0.0
"Türkiye, Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0187539608882
India,"Capital grants receivable, Other general government, Transactions",2012,0.0
India,"Taxes on immovable property, Transactions",2012,3.016891575933653e-05
India,"Taxes, Transactions",2012,10.83677510380621
India,"Other revenue, Transactions",2012,1.732661169890215
India,"Grants receivable from foreign governments, Transactions",2012,0.0290325532657348
India,"Grants receivable, International Organizations, Transactions",2012,0.0
"Türkiye, Republic of","Current grants receivable, Other general government, Transactions",2012,0.2829004016688806
India,"Current grants receivable, International Organizations, Transactions",2012,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2012,3.60850942610597
"Türkiye, Republic of","Other taxes on goods and services, Transactions",2012,0.0
"Türkiye, Republic of","Taxes on income, profits, and capital gains, Transactions",2012,5.472999471855227
India,"Grants receivable, Transactions",2012,0.0290325532657348
India,"Taxes on income, profits, and capital gains, payable by corporations a",2012,3.753284640703298
Brazil,"Taxes on financial and capital transactions, Transactions",2012,0.6412156287798353
Brazil,"General taxes on goods and services, Transactions",2012,6.123783824811413
Brazil,Other taxes on use of goods and on permission to use goods or perform ,2012,0.1317715085908747
India,"Other taxes, Transactions",2012,0.0
Brazil,"Interest (before FISIM allocation), receivable, Other general governme",2012,1.346473746374365
India,"Other taxes on goods and services, Transactions",2012,1.312840594488541
India,"Taxes on income, profits, and capital gains, payable by individuals, T",2012,1.909380622103156
Brazil,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2012,7.085724256197526e-05
India,"Taxes on income, profits, and capital gains, Transactions",2012,5.662665262806453
India,"Grants receivable from foreign governments: capital grants, Transactio",2012,0.0290325532657348
India,"Revenue, Transactions",2012,12.62890926296333
Russian Federation,"General taxes on goods and services, Transactions",2012,5.214860627471883
Russian Federation,Other taxes on use of goods and on permission to use goods or perform ,2012,0.0165924046432302
Brazil,"Turnover and other general taxes on goods and services, Transactions",2012,4.583169618778921
Brazil,"Grants receivable, International Organizations, Transactions",2012,0.0002010537893892
Brazil,"Grants receivable from foreign governments, Transactions",2012,0.0
"China, People's Republic of","Other social contributions: employer contributions, Transactions",2012,0.0
Russian Federation,"Current grants receivable, Other general government, Transactions",2012,0.1146784781094056
Russian Federation,"Other social contributions: imputed contributions, Transactions",2012,0.0
India,"Exchange taxes, Transactions",2012,0.0
India,"Other taxes on international trade and transactions, Transactions",2012,0.0
India,"Taxes on property, Transactions",2012,0.0125402126506308
India,"Grants receivable from foreign governments: current grants, Transactio",2012,0.0
"Türkiye, Republic of","Taxes on financial and capital transactions, Transactions",2012,0.0067779392205114
"Türkiye, Republic of","Grants receivable, Transactions",2012,0.3791251754368576
Russian Federation,"Capital grants receivable, Other general government, Transactions",2012,0.0
India,"Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0
Brazil,"Recurrent taxes on net wealth, Transactions",2012,0.0
Brazil,"Interest (before FISIM allocation), receivable, Transactions",2012,3.23700876660116
Brazil,"Grants receivable from foreign governments: current grants, Transactio",2012,0.0
Brazil,"Taxes, Transactions",2012,14.33241109020699
Brazil,"Taxes on immovable property, Transactions",2012,0.0128575424552833
Brazil,"Taxes on international trade and transactions, Transactions",2012,0.6465314190686556
Russian Federation,"Recurrent taxes on immovable property, Transactions",2012,0.0
Brazil,"Tax, property, estate, inheritance, and gift taxes, Transactions",2012,0.0
Brazil,"Grants receivable from foreign governments: capital grants, Transactio",2012,0.0
Brazil,"Interest (before FISIM allocation), receivable, Financial corporations",2012,1.890464162984234
